Employee ID,Turnover Rate,Recent Raise,Number of Mgmt Roles,PTO Days
749146,17,08/04/2024,19,6,6,2,3,4,6
749146,29,12/17/2022,10,7,7,1,2,3,8
749146,13,05/23/2024,14,9,8,1,3,4,6
951211,6,11/23/2024,8,7,6,2,0,1,5
951211,15,12/05/2023,15,9,10,3,1,2,3
438767,24,07/18/2022,8,10,6,2,3,4,8
438767,28,04/08/2023,20,8,9,2,1,2,8
581458,6,04/19/2024,9,8,9,2,3,3,6
415983,27,06/09/2022,14,10,8,3,3,5,3
415983,0,05/16/2022,9,8,10,3,2,5,7
415983,9,05/23/2024,8,6,9,1,0,4,4
669680,10,11/24/2024,9,5,6,1,1,4,3
669680,30,05/16/2023,16,6,7,1,1,5,6
362975,16,06/23/2022,8,8,6,1,0,4,3
362975,14,11/21/2024,17,6,5,3,2,1,8
643444,25,03/06/2024,5,8,5,4,3,4,5
643444,5,03/18/2024,16,5,5,2,2,5,10
590951,15,09/03/2023,13,5,9,0,1,2,8
455219,5,06/18/2022,5,10,10,2,3,5,9
101856,22,11/16/2022,7,8,7,0,2,0,4
101856,22,02/05/2023,17,6,7,0,3,1,3
376456,11,05/16/2023,14,8,7,2,1,2,6
376456,12,07/23/2024,8,10,6,4,2,3,4
401467,13,05/07/2022,11,8,9,0,1,3,10
401467,2,07/09/2022,12,5,8,4,0,1,4
311732,8,11/02/2024,12,7,6,0,1,3,6
311732,14,12/17/2023,14,8,6,0,1,1,8
487625,13,02/05/2023,9,6,8,3,2,0,5
487625,14,05/15/2023,6,5,10,0,0,0,3
373436,6,09/21/2022,5,7,10,3,0,2,3
373436,11,10/02/2023,16,8,7,2,3,1,6
373436,21,12/06/2023,10,6,8,1,1,0,8
841425,29,07/08/2023,18,7,10,2,3,5,7
841425,18,02/19/2022,10,7,7,2,1,5,3
841425,18,08/08/2024,14,7,7,2,3,2,10
261755,10,01/06/2024,12,9,7,3,2,3,6
261755,20,07/19/2024,10,8,7,0,0,0,3
261755,26,01/05/2022,7,10,10,4,0,2,3
297606,4,03/05/2022,11,5,10,2,0,2,3
283881,5,10/23/2024,14,5,6,2,0,0,5
283881,28,10/04/2024,13,9,8,3,1,2,5
283881,20,09/24/2024,6,8,6,0,0,0,6
272000,24,07/06/2022,13,7,5,3,2,3,5
272000,0,03/01/2022,7,6,5,0,3,5,3
806928,19,06/09/2024,16,5,9,4,1,4,10
806928,16,05/02/2022,12,7,8,1,3,5,9
806928,9,10/02/2024,6,9,5,4,0,5,9
228181,17,02/23/2023,9,7,7,2,2,5,6
692673,24,05/18/2024,17,9,6,2,0,3,8
692673,24,11/02/2022,6,5,9,1,3,2,3
132342,26,12/08/2024,16,6,5,2,2,3,6
132342,25,07/11/2024,14,5,5,4,0,4,9
132342,26,03/20/2023,12,10,8,3,3,5,3
466552,23,02/01/2022,10,9,9,2,2,3,5
207226,16,03/06/2022,20,10,5,0,2,3,7
207226,30,08/05/2022,5,9,8,1,1,2,9
207226,17,08/10/2022,9,5,8,0,1,0,4
869662,7,02/13/2024,17,10,9,2,1,2,4
869662,11,12/17/2023,18,6,10,2,2,0,6
869662,12,11/02/2022,6,10,10,0,0,3,9
984736,22,06/06/2023,5,9,9,3,1,2,6
984736,2,09/02/2022,20,5,8,4,1,0,9
984736,27,01/21/2024,10,6,10,0,1,0,3
815652,27,09/07/2022,7,9,7,4,0,5,6
815652,30,02/21/2023,10,8,7,1,1,0,7
462139,10,08/03/2023,17,10,5,3,2,2,9
462139,15,06/20/2024,12,10,6,3,1,4,8
462139,5,02/13/2023,14,8,5,2,0,3,4
478958,20,06/03/2024,17,5,5,3,3,3,7
882187,24,05/12/2024,17,10,6,0,0,5,3
882187,27,12/02/2023,15,9,9,3,1,1,9
697089,21,08/10/2022,9,9,8,4,1,1,8
697089,19,02/24/2024,10,5,10,4,3,5,6
368594,27,10/10/2024,11,5,9,0,1,2,3
368594,22,08/18/2022,8,5,5,1,3,1,4
368594,15,03/05/2022,14,6,5,0,0,4,4
424682,13,01/16/2023,12,6,10,1,1,4,9
424682,27,11/05/2024,10,8,9,1,0,1,3
682574,5,02/11/2022,13,9,5,0,2,5,8
362470,3,12/09/2022,7,5,10,1,2,3,6
362470,14,09/07/2024,8,8,9,2,3,1,3
362470,22,01/05/2023,16,7,8,0,3,3,4
522580,10,04/14/2022,12,6,9,3,2,0,8
522580,24,11/07/2023,7,8,6,0,2,4,4
443151,24,05/09/2023,5,10,8,3,2,0,6
443151,28,07/03/2023,16,9,9,1,2,1,3
893911,24,11/21/2023,13,9,6,0,2,2,5
893911,7,06/11/2023,12,10,6,2,1,5,6
871237,6,04/17/2024,5,8,6,2,2,2,7
871237,6,11/12/2022,19,6,9,0,0,4,7
871237,0,01/23/2022,20,5,8,4,0,4,5
240111,13,12/10/2023,15,6,10,3,2,0,10
796973,17,11/16/2024,13,6,8,3,0,3,4
598993,8,07/07/2024,18,7,6,3,1,0,9
692734,20,01/06/2023,15,10,6,2,1,4,10
995566,23,04/14/2023,14,8,10,1,0,1,5
780771,13,03/10/2023,5,10,9,0,0,1,6
780771,27,05/02/2022,20,7,10,3,3,0,10
129145,11,09/14/2024,13,9,6,3,2,1,3
129145,21,06/16/2023,11,6,8,0,2,0,4
129145,5,09/01/2023,8,9,7,2,2,1,4
873868,11,04/07/2024,14,7,7,4,2,2,8
873868,2,06/22/2023,18,5,6,3,3,4,6
722272,22,10/09/2022,6,8,10,3,1,5,5
722272,25,07/22/2024,20,6,5,2,0,4,4
722272,27,05/16/2024,6,10,8,2,2,5,10
785311,13,12/18/2022,8,9,10,4,2,5,7
785311,16,12/15/2023,16,9,8,0,2,0,5
396285,24,05/06/2022,8,5,10,1,1,0,3
653090,15,10/17/2022,7,6,10,1,1,5,9
653090,27,01/17/2024,11,7,5,2,0,4,5
653090,15,07/02/2023,9,5,6,1,0,3,4
330563,10,08/07/2024,16,10,9,1,3,5,3
330563,4,08/11/2023,17,10,9,4,1,0,9
434706,2,12/13/2024,19,5,8,1,0,1,10
434706,13,03/22/2023,7,9,9,1,0,3,5
673409,0,11/15/2023,18,7,7,4,2,4,4
673409,6,12/21/2023,18,5,10,2,0,3,7
281253,30,01/15/2024,13,10,5,3,1,3,7
281253,25,02/08/2024,20,6,5,4,2,3,8
281253,11,01/08/2023,12,8,7,0,1,0,9
717113,13,07/01/2022,14,6,10,3,2,1,7
114865,6,01/01/2023,12,10,5,2,3,1,9
114865,5,07/18/2022,16,7,10,2,1,5,10
114865,15,04/21/2022,10,9,8,3,3,2,10
963305,20,04/24/2024,9,6,5,2,0,4,6
963305,7,09/15/2024,11,9,5,0,3,3,3
742607,13,03/19/2022,6,8,9,2,2,5,9
742607,12,10/13/2023,5,9,10,0,3,2,7
742607,27,04/08/2023,17,10,6,3,0,2,7
513598,13,07/16/2023,11,8,10,1,0,4,8
513598,30,07/08/2024,17,5,9,2,1,2,10
160263,28,06/10/2022,18,8,10,4,2,0,9
160263,13,12/17/2024,5,10,6,2,3,2,4
160263,21,05/13/2024,16,8,5,4,2,3,6
159834,18,04/05/2024,11,7,8,1,2,0,6
159834,3,05/08/2023,6,5,6,0,3,5,9
159834,1,12/22/2024,9,5,8,3,1,0,5
501233,15,02/11/2024,7,9,10,4,1,1,10
501233,17,07/02/2024,15,9,7,0,3,4,5
501233,0,05/06/2023,12,10,9,1,0,2,5
756613,25,09/20/2022,18,9,6,0,3,5,9
115298,15,06/15/2024,10,7,9,4,0,2,8
706259,29,11/07/2023,9,6,7,4,0,3,8
706259,12,09/23/2024,6,9,8,2,3,4,8
706259,15,06/22/2023,9,7,10,3,3,2,9
369760,28,01/02/2022,18,7,8,2,2,4,7
369760,19,03/14/2024,15,10,8,0,2,2,6
843131,12,01/07/2023,11,5,7,2,1,3,10
843131,24,02/01/2023,5,10,8,2,1,5,3
843131,18,02/11/2024,16,8,7,0,0,1,6
195705,24,10/20/2022,17,10,6,4,2,0,8
490637,25,05/02/2022,8,6,6,1,1,3,8
490637,29,09/18/2024,10,10,7,2,2,1,10
409024,13,12/17/2024,7,6,5,3,3,5,10
535788,11,06/11/2024,15,7,9,4,3,2,9
535788,26,09/02/2022,7,9,9,3,2,0,6
535788,1,07/07/2024,12,6,7,3,2,1,3
971145,22,09/10/2024,7,10,8,0,1,5,9
102511,17,03/03/2023,7,9,7,4,1,0,9
102511,19,03/08/2022,8,9,8,0,0,4,3
102511,6,04/03/2023,10,10,6,3,2,3,3
518187,3,06/06/2023,6,7,10,4,3,1,8
518187,11,11/19/2024,12,9,6,4,1,2,6
518187,15,12/06/2022,19,6,8,0,1,1,6
577993,5,03/14/2022,12,6,10,2,0,2,10
577993,26,10/05/2024,5,5,5,1,0,3,4
535010,3,08/19/2024,20,8,9,4,3,4,8
230610,22,10/11/2022,20,10,8,2,2,5,8
230610,11,06/09/2022,15,9,7,0,1,3,4
230610,8,08/14/2022,8,5,5,1,2,0,5
816739,20,06/12/2024,11,6,6,4,3,5,6
816739,1,12/09/2022,19,10,8,1,1,1,3
816739,15,09/19/2022,19,9,9,2,1,2,8
436998,14,02/17/2023,11,9,5,4,1,2,8
436998,8,01/21/2024,17,8,5,4,3,0,6
359895,8,07/06/2024,18,9,5,2,3,5,7
961855,13,01/22/2024,10,9,8,1,2,1,3
961855,2,04/12/2023,11,8,10,3,3,3,3
873825,10,12/13/2023,10,9,9,0,0,2,7
873825,5,01/03/2022,18,6,8,3,0,0,6
873825,0,10/18/2022,10,9,7,3,0,1,6
297783,13,02/02/2024,7,10,7,0,3,2,9
297783,17,04/03/2024,19,6,8,2,1,4,10
474647,14,10/11/2022,12,8,10,4,2,4,3
474647,22,11/15/2023,8,7,10,2,0,2,6
474647,8,04/04/2023,17,8,7,2,3,2,10
474640,5,11/14/2024,16,5,5,1,0,3,3
474640,10,03/04/2023,17,7,6,2,2,4,5
474640,6,02/23/2022,5,6,7,3,1,2,7
614828,4,04/21/2023,20,7,10,1,3,1,7
614828,14,08/06/2024,15,7,6,3,2,5,6
614828,3,04/21/2023,14,5,6,3,1,3,6
636258,4,08/18/2024,7,6,9,4,3,2,9
636258,9,11/08/2022,18,7,5,4,3,4,4
764400,17,04/02/2023,13,6,10,2,2,1,9
192723,28,01/17/2024,9,10,10,0,3,0,6
762770,19,10/03/2022,16,8,9,3,0,1,4
762770,21,11/11/2023,14,7,10,4,3,2,9
487173,21,12/20/2023,17,8,9,2,2,2,10
487173,25,07/23/2023,8,10,6,2,0,3,3
487173,11,05/21/2022,7,5,7,1,2,1,8
225275,0,10/13/2022,14,7,10,0,2,1,5
225275,0,02/20/2023,8,7,8,2,3,5,9
423642,20,04/02/2022,18,6,7,3,2,3,10
423642,5,11/08/2024,19,7,9,3,2,4,10
546669,28,07/21/2024,20,6,8,4,3,4,7
546669,9,08/16/2022,6,8,6,4,3,3,8
546669,21,08/04/2022,9,6,6,4,1,4,3
183269,18,06/12/2024,11,7,5,1,3,1,5
183269,19,10/07/2022,10,6,10,2,0,0,5
836482,18,03/04/2023,7,10,5,4,2,1,6
836482,3,12/08/2024,12,8,9,1,3,0,6
310159,26,09/14/2023,10,7,5,2,0,5,8
310159,13,01/22/2022,17,7,9,2,0,4,7
310159,27,12/01/2023,17,9,8,2,0,1,4
772553,1,10/18/2022,5,10,6,2,2,3,6
772553,2,11/12/2022,12,5,7,4,0,1,6
772553,9,12/18/2024,8,9,5,4,2,3,8
893568,10,03/22/2023,10,5,7,0,1,2,5
893568,24,12/22/2023,9,5,6,1,1,5,5
893568,8,02/10/2023,18,6,10,1,2,0,8
335894,15,04/16/2023,9,9,7,2,1,1,9
335894,20,10/18/2022,11,10,10,4,3,4,7
406526,17,02/21/2024,12,9,9,3,1,4,3
406526,27,01/06/2023,19,10,6,2,1,0,10
614818,2,10/23/2022,19,8,6,1,2,2,10
614818,1,07/04/2023,13,10,10,4,2,0,4
482837,6,07/20/2022,10,7,9,3,2,0,9
593477,26,08/12/2024,6,8,10,3,3,4,10
593477,5,01/01/2022,10,9,8,2,2,0,10
593477,10,04/17/2024,11,8,5,2,0,3,4
146769,8,11/02/2023,6,5,5,2,0,5,6
975194,9,03/11/2024,13,9,9,3,0,4,3
927596,10,03/16/2023,16,9,10,4,3,2,9
927596,8,06/09/2024,8,7,8,4,3,5,7
927596,30,03/01/2024,17,10,5,3,0,4,9
436181,28,08/18/2024,7,10,9,4,0,4,10
436181,25,04/22/2022,16,5,10,0,0,5,8
436181,27,12/11/2024,12,7,5,1,1,1,8
373807,16,12/17/2022,10,7,7,2,1,1,4
373807,12,11/02/2023,7,6,8,0,3,3,8
245831,13,11/22/2023,16,5,7,3,2,3,6
827626,4,01/12/2024,10,8,10,3,2,3,8
827626,7,01/22/2024,6,7,5,3,2,4,5
827626,0,11/15/2023,15,6,5,2,2,1,9
583750,6,11/11/2022,12,10,8,3,0,3,5
583750,3,06/20/2023,6,7,5,1,1,1,7
583750,21,05/22/2022,19,7,8,0,2,3,10
653646,26,08/07/2024,7,10,7,1,2,4,7
